640 12800
-399 319 -278 
-63 -571 -640 
543 -609 127 
201 -268 -564 
-93 432 -104 
487 590 -552 
114 14 -466 
-136 339 375 
-438 -280 -391 
375 248 405 
225 -50 504 
-249 -286 62 
218 277 -50 
-189 -567 -412 
-135 25 -265 
581 468 -538 
-81 -166 252 
-551 95 -137 
-475 -155 -503 
-94 281 -525 
523 122 545 
481 540 539 
99 -188 127 
480 -571 -370 
-284 -552 275 
-595 476 496 
6 -578 -548 
-176 -440 471 
-609 159 254 
501 175 -638 
-289 593 310 
542 606 -421 
74 -115 -13 
-516 -89 573 
-137 432 156 
436 213 -376 
-508 -27 -386 
-537 197 572 
239 -315 -1 
541 -635 170 
-181 -633 392 
432 116 408 
-511 -164 554 
325 -235 -534 
-479 90 453 
430 297 -40 
-578 133 -288 
487 -300 -70 
549 496 458 
493 253 425 
36 -266 8 
-486 498 -77 
522 360 245 
138 167 -302 
-478 241 92 
425 -473 -438 
631 353 -29 
-3 11 -472 
533 -571 -632 
261 100 520 
362 389 601 
-216 371 -511 
182 116 -29 
-550 460 -323 
365 -13 258 
603 -155 -376 
371 -490 -3 
-174 -263 405 
-503 2 -595 
-320 -536 80 
-214 264 253 
418 198 583 
-559 326 603 
328 -256 -47 
565 -564 -491 
-191 360 -249 
318 469 -128 
-475 -457 450 
-367 -262 -270 
341 -59 396 
-207 95 -357 
-424 506 -50 
32 317 439 
344 15 120 
-21 436 226 
153 224 197 
-368 327 163 
-216 -183 -43 
9 -191 377 
-422 353 -118 
389 96 324 
-440 -223 514 
149 -230 500 
-475 350 577 
514 -270 275 
507 326 -456 
-466 -376 -428 
-384 556 -85 
-34 -613 318 
-45 390 -223 
-336 566 -613 
414 160 134 
319 -346 406 
304 471 -607 
341 14 -108 
296 296 -372 
80 326 112 
406 -640 -585 
175 170 -621 
-311 -121 476 
608 150 -454 
587 -107 310 
319 -154 401 
392 -187 496 
-54 603 111 
-636 582 296 
-417 393 100 
42 182 -202 
477 175 -320 
234 80 -370 
276 566 36 
471 276 -594 
-155 558 149 
620 -294 518 
112 -438 243 
304 -158 -165 
254 92 328 
114 398 -183 
-81 -323 -440 
-391 485 531 
-440 38 -271 
501 -560 306 
8 -637 583 
-550 352 -137 
-85 354 -411 
-94 393 -613 
580 90 -363 
-568 35 501 
-347 369 -206 
-285 80 -288 
-415 -512 14 
-237 484 186 
62 277 620 
-40 -26 241 
-363 133 -240 
-424 620 531 
258 521 -229 
-131 -323 53 
282 257 117 
-130 -505 -609 
71 514 317 
232 129 -82 
-411 -420 -332 
-503 -284 170 
-152 -591 -130 
-562 -191 182 
419 -94 242 
4 -438 101 
208 355 -216 
579 201 460 
225 343 317 
-270 149 -194 
-623 343 535 
355 401 334 
-491 -311 418 
159 102 492 
418 -560 -162 
626 319 -448 
304 98 185 
-199 -192 310 
-330 -47 -263 
-88 190 -561 
535 204 -423 
160 195 41 
-207 -448 329 
312 -106 -251 
-466 11 306 
56 239 -17 
558 513 444 
-89 350 -494 
-113 514 260 
-440 134 -183 
425 -459 464 
432 242 24 
213 -331 449 
575 124 -135 
80 606 -367 
-478 -28 226 
328 190 -128 
-594 606 572 
558 374 543 
369 436 426 
-415 350 147 
345 -164 257 
-315 111 -568 
96 -85 542 
-320 -262 430 
565 -598 24 
455 -250 455 
520 -94 -532 
344 -196 -336 
-366 -315 539 
361 439 -151 
114 264 258 
-427 132 530 
631 514 -247 
225 -180 -357 
-562 540 579 
-489 -340 32 
-607 531 -309 
72 -44 -222 
-465 513 374 
522 -183 430 
-421 425 -391 
403 361 -278 
-568 -217 8 
69 5 -571 
-107 -249 581 
197 -459 306 
-372 167 49 
-445 144 504 
-431 269 160 
-440 292 -638 
-466 463 -229 
492 80 -199 
-140 -13 542 
-1 -55 42 
79 110 11 
-357 182 153 
-372 353 282 
-279 -166 484 
-604 563 -454 
519 -237 -162 
20 -298 276 
-387 -586 355 
-316 -75 -346 
125 -553 -338 
319 -67 439 
-54 -553 -262 
322 -370 226 
403 -586 639 
-441 549 -332 
14 221 -637 
523 460 8 
371 354 -283 
572 98 -427 
-466 -429 -387 
-187 -289 -370 
129 554 -181 
-621 243 -265 
-633 481 -158 
-445 375 413 
-538 317 258 
-591 218 200 
134 563 102 
471 492 -180 
6 201 397 
62 377 245 
-547 220 -616 
150 -465 -547 
241 324 153 
129 -331 425 
600 545 7 
-237 258 -511 
97 348 358 
520 208 -212 
343 -250 -570 
443 -570 -86 
226 318 395 
-158 -146 -560 
463 327 102 
200 -528 257 
-141 -236 -337 
-64 507 281 
101 -207 -43 
-435 -509 -66 
32 481 618 
36 -571 175 
-569 461 504 
444 -121 579 
-330 498 307 
-356 328 601 
-158 -236 -126 
5 371 -84 
-598 -40 -640 
41 -236 -294 
-130 517 453 
120 227 -157 
221 -203 -113 
190 318 -126 
425 -424 477 
-368 -207 -19 
127 317 -278 
502 -567 133 
-140 -267 587 
521 541 295 
-488 -509 -172 
480 -331 69 
-340 -180 122 
-151 -141 378 
243 -93 170 
-29 393 -131 
-183 -223 -217 
-240 342 -34 
127 480 344 
492 -50 -399 
496 -515 254 
-346 -137 -427 
348 -191 582 
442 418 127 
143 24 259 
-560 -624 -347 
-411 -528 583 
310 345 485 
626 -625 -448 
-420 138 -180 
-433 -187 328 
163 -34 -229 
-192 -118 506 
-438 453 -544 
-179 -624 -23 
558 -532 -592 
358 -115 35 
-562 7 -489 
4 -238 276 
-585 -632 -166 
-440 159 57 
292 396 100 
186 100 588 
432 -609 -623 
-302 -135 182 
258 -621 -512 
620 -609 -19 
-367 -283 -404 
520 -302 442 
504 -293 -17 
-140 -356 -551 
388 -331 -238 
317 523 -212 
72 -366 -113 
10 -314 -366 
-349 253 -302 
-337 542 160 
303 540 396 
220 442 468 
305 6 590 
292 204 303 
-357 -570 220 
409 545 182 
42 -637 325 
-255 -623 507 
464 575 504 
-280 7 -625 
587 116 -494 
252 557 444 
365 -576 425 
-604 -255 190 
258 498 -58 
531 184 124 
-415 -459 177 
-268 481 79 
321 -568 -494 
305 476 -333 
-289 425 523 
523 149 -272 
117 -387 -45 
120 580 295 
-568 -509 92 
556 -494 -479 
-174 414 -537 
248 228 18 
-591 -315 -192 
620 163 76 
413 -553 -231 
195 253 -55 
-164 -576 348 
-411 -467 51 
-585 -29 413 
325 -115 -479 
-157 4 -614 
-337 -550 -223 
245 -28 20 
-509 -589 -555 
-146 593 388 
620 -284 439 
596 493 -595 
-236 -569 -84 
580 317 -202 
-356 343 149 
-126 -22 587 
355 -505 2 
-437 264 -288 
522 -368 -173 
-570 305 361 
-189 -338 342 
-594 581 -280 
-249 -193 601 
110 -59 -386 
-598 -491 -140 
358 -34 -59 
-459 -192 227 
226 485 414 
460 -621 156 
79 317 361 
-538 -551 362 
-165 25 318 
-44 20 95 
-61 -349 18 
277 627 -212 
-67 541 51 
-347 -598 -223 
419 -534 318 
-165 -333 426 
460 369 -569 
159 405 -467 
-40 -3 62 
201 527 161 
201 -40 453 
-141 -509 224 
253 -578 -594 
365 -217 634 
-337 -240 227 
95 -346 -67 
439 -284 -67 
-488 -105 185 
-384 275 -479 
-44 -194 -168 
312 360 587 
524 239 -1 
-183 38 -386 
-59 -158 -491 
460 413 -466 
-173 318 -559 
-404 11 -238 
413 577 -247 
-632 -528 56 
-599 197 -223 
-94 444 -441 
-128 470 584 
-423 -465 373 
-538 -211 484 
245 132 446 
159 -472 -594 
492 353 -179 
460 103 -157 
584 497 539 
295 -146 395 
133 -223 -595 
453 -421 296 
383 -376 533 
-451 -311 -564 
375 -21 243 
-368 -39 -106 
-302 -45 579 
92 -119 -196 
-255 -466 -559 
-578 460 -244 
20 -202 -39 
-404 521 -380 
-616 -548 -591 
8 540 220 
507 392 -23 
518 542 497 
369 -478 149 
-564 204 485 
-130 -585 -567 
518 138 51 
257 -629 96 
-83 310 406 
-26 201 -313 
-231 87 -486 
-65 339 392 
-635 -104 577 
535 430 -529 
558 5 -472 
-140 -349 -338 
620 -621 25 
24 -187 500 
-45 -214 513 
-86 -448 -193 
99 -356 305 
-605 -472 120 
-206 -412 -187 
-609 460 -391 
78 -168 -380 
-244 -136 360 
397 -45 -83 
430 383 -570 
383 48 -46 
-113 -166 -465 
-128 102 -272 
-126 496 277 
215 -516 364 
-236 -278 163 
-155 327 -158 
500 -621 -188 
-169 395 -64 
492 -196 618 
535 -320 -187 
477 -594 38 
-465 -280 -203 
-594 -309 -294 
-438 -267 -359 
371 305 -490 
-465 -434 -349 
-569 -537 99 
274 485 -624 
11 -612 -193 
-380 273 -222 
377 20 -247 
587 -179 514 
-155 -108 -320 
178 -598 -438 
159 -146 584 
-331 257 496 
351 339 468 
492 4 -560 
541 -84 321 
-27 245 557 
630 436 -29 
163 449 395 
499 273 -314 
390 -569 603 
275 25 -293 
159 353 242 
554 161 185 
242 606 -570 
436 354 -21 
-174 -50 -104 
-489 -65 326 
497 342 385 
-428 10 540 
-61 -434 639 
226 -308 458 
522 590 -380 
-640 -503 463 
-158 -130 -137 
-609 -194 -123 
242 -179 608 
297 -222 -638 
281 -525 460 
159 354 -372 
-70 87 -576 
241 345 501 
518 -478 243 
232 -68 328 
-399 197 -488 
-376 -214 197 
-457 30 160 
-407 -592 541 
-629 -209 -187 
-43 458 364 
-555 -206 -629 
-486 617 -313 
-336 588 -67 
-17 -605 572 
-235 -308 -429 
-315 -595 -391 
-347 390 -308 
-486 -77 476 
-475 523 204 
348 392 -75 
-616 -265 153 
-203 -154 519 
514 -537 497 
133 213 -433 
-187 11 160 
352 -279 -266 
-108 -68 -26 
409 -429 535 
414 361 -516 
-247 -536 -486 
606 -50 409 
-146 -67 -202 
49 -55 6 
-559 264 91 
-13 447 -568 
469 401 -376 
-550 -313 443 
-284 530 -65 
-594 -359 161 
464 557 -146 
374 139 -157 
-289 170 226 
124 62 132 
99 523 361 
540 -332 352 
-434 -216 -206 
239 -244 -346 
581 517 -551 
-180 -94 520 
-64 -135 419 
580 351 603 
-29 101 -619 
-503 -489 620 
139 342 442 
542 -270 -431 
-288 -594 507 
-491 -370 2 
-194 535 554 
382 328 227 
-268 184 -615 
-438 248 -135 
99 -181 218 
-26 443 -130 
-146 259 -323 
-291 531 554 
109 134 602 
91 -616 120 
-394 593 446 
400 120 -290 
-180 339 -33 
496 -384 -168 
-28 142 -309 
471 -237 393 
573 401 524 
233 -17 -560 
581 -26 -40 
-615 -106 -148 
520 204 182 
-516 566 -44 
-189 -31 -472 
602 -515 167 
-320 143 -404 
-508 -431 -59 
195 -291 213 
-386 -511 -271 
9 -613 -456 
-59 259 317 
461 5 -3 
87 -391 159 
-586 -567 342 
296 493 -152 
-13 296 540 
-107 -561 -568 
419 476 558 
-236 53 510 
149 533 129 
-54 -559 -146 
-320 232 471 
577 -370 304 
11 41 -256 
100 -331 -415 
-578 -466 350 
-58 -368 541 
-298 563 -23 
-314 -465 518 
513 220 361 
-550 80 631 
540 -279 253 
310 -28 80 
396 531 -578 
558 -34 450 
51 -555 -372 
49 401 -267 
565 322 -315 
-86 524 -154 
-157 -407 -19 
343 -422 198 
542 557 -211 
-559 -176 484 
446 -86 -64 
-638 348 345 
-179 224 144 
524 4 -363 
215 276 471 
450 -399 -467 
175 358 -214 
175 -191 406 
-188 -407 388 
72 611 -165 
558 -231 453 
-294 -473 514 
557 497 8 
91 -45 201 
215 342 -421 
190 227 197 
574 261 348 
-255 132 -427 
303 167 -490 
403 242 -65 
-107 -308 535 
-456 116 343 
-515 -222 102 
410 -180 -503 
-314 519 -532 
-171 -229 48 
462 -272 -316 
-118 -490 103 
-571 -536 449 
-494 419 96 
-571 -515 -157 
382 498 109 
-158 182 -146 
318 48 72 
432 601 91 
446 413 -337 
111 139 365 
-585 -420 426 
-267 -285 397 
-472 364 -176 
395 -126 -181 
582 618 -247 
159 275 109 
-313 -244 132 
129 -70 -46 
-288 464 588 
-529 535 476 
-33 74 566 
8 257 273 
241 -457 506 
-555 -22 -313 
220 -479 -586 
474 521 444 
-488 -283 48 
-47 600 -46 
319 109 160 
373 -59 -68 
-427 -298 -381 
-283 -416 470 
310 242 -560 
-235 295 -130 
-169 572 -598 
395 -107 -199 
197 215 220 
-267 -336 487 
-212 530 506 
296 -433 296 
358 -155 -417 
-106 -441 -555 
259 159 531 
-435 -451 96 
442 303 -553 
502 182 -387 
470 327 -404 
-73 -456 432 
501 112 -366 
-58 30 -456 
-435 -251 -59 
-478 -247 252 
-448 -551 -199 
156 -489 37 
611 602 -157 
341 -505 -363 
566 62 -363 
-229 575 -624 
-205 -249 -559 
134 -537 277 
149 -553 -616 
-171 -140 335 
-174 -126 -66 
618 327 -547 
-205 -298 -290 
261 -613 470 
-309 470 449 
-349 -407 -488 
-616 269 296 
185 -333 96 
-22 345 184 
535 -311 -135 
18 -154 -194 
-108 -203 -429 
-205 631 16 
-237 -607 -544 
-240 103 -553 
-22 -623 405 
36 -301 603 
-386 -187 364 
-263 -429 -188 
492 335 -308 
558 -570 49 
210 -491 57 
-525 -568 56 
-216 469 602 
226 306 276 
-612 620 350 
62 484 545 
341 182 227 
-165 618 261 
-140 345 -34 
630 -478 -47 
493 361 110 
156 -212 221 
-422 -172 -107 
246 254 -526 
5 584 627 
-22 310 -357 
-495 -73 -298 
259 296 410 
518 371 574 
535 439 -126 
71 -421 74 
341 -313 277 
5 519 327 
-635 -131 -34 
579 458 -548 
396 198 540 
227 -287 144 
-272 -562 79 
520 -268 -196 
-394 90 540 
-45 531 269 
-39 -632 -555 
-193 -548 91 
-609 -526 351 
-136 581 -173 
-61 414 -467 
127 -268 -130 
-266 -121 258 
60 630 463 
-424 409 -67 
261 36 527 
462 -64 -615 
531 -528 -559 
147 -3 245 
477 -293 -283 
-278 344 558 
248 71 36 
352 533 -88 
-88 -222 226 
-183 -216 -47 
-538 -136 584 
-311 201 -366 
143 601 275 
-262 74 258 
354 182 345 
-119 42 2 
12 -121 390 
-126 246 471 
474 322 406 
277 469 -548 
276 345 -336 
91 11 -416 
-40 328 -516 
389 261 -146 
149 487 -576 
234 -331 554 
471 -54 56 
-155 -356 618 
-262 248 -367 
-183 9 481 
334 30 161 
-183 348 -34 
99 542 -22 
389 -340 226 
254 -429 -359 
218 12 506 
-613 -280 161 
444 153 -465 
-456 92 184 
-31 153 143 
-438 -27 382 
558 14 79 
129 252 98 
219 443 -391 
-108 -151 -605 
-547 610 379 
-21 -61 -45 
-229 373 317 
-340 -625 -255 
-173 608 -86 
-605 -538 -207 
626 303 378 
114 -85 -604 
100 403 611 
-106 379 252 
-279 -45 -214 
90 117 369 
-255 -637 325 
-435 558 317 
-367 -164 -559 
-605 -88 246 
603 630 156 
-23 432 297 
-231 -592 182 
-65 149 339 
124 -340 583 
533 -237 581 
20 -349 -83 
-247 -280 204 
-217 -550 -251 
-320 -479 -349 
-211 -199 566 
469 6 361 
-168 396 273 
-115 -435 484 
197 248 392 
-146 276 -347 
129 -451 -614 
603 464 603 
-136 -591 492 
382 -434 -165 
258 628 565 
-614 401 -17 
71 299 30 
178 97 -452 
200 425 343 
12 -146 436 
-488 350 -308 
-376 -332 134 
442 178 -188 
-188 -333 -130 
-552 -570 -119 
-349 175 156 
-123 -451 545 
159 507 -43 
-349 462 -287 
-302 -271 344 
-605 76 299 
-489 102 184 
418 -534 -188 
246 -376 221 
541 317 15 
-192 133 -165 
5 -571 -236 
-284 413 573 
124 -570 -1 
228 -137 450 
-437 -438 -288 
378 91 339 
150 -435 588 
335 -238 449 
197 -268 274 
382 -84 464 
-614 -104 -391 
-629 608 580 
469 -52 334 
-280 91 -435 
-380 523 -65 
277 -638 56 
195 539 215 
365 197 -270 
5 325 383 
492 -308 -482 
565 220 -629 
462 -136 -19 
504 470 317 
-83 -131 186 
-155 -598 483 
5 -294 -551 
102 -272 583 
324 6 -564 
-22 401 41 
549 274 -568 
-59 439 -316 
-83 497 -411 
282 233 -81 
198 264 365 
-547 493 -594 
132 150 299 
12 447 -115 
264 326 -26 
462 195 -536 
364 593 -578 
-135 -337 634 
74 335 335 
185 186 -616 
-494 -512 57 
319 -347 -320 
-570 -526 99 
12 221 -529 
450 -293 30 
-349 507 510 
-509 134 -571 
-270 608 413 
-494 -106 297 
-516 361 -148 
492 -22 -158 
-193 480 487 
-152 -43 9 
580 348 149 
549 418 579 
379 210 463 
-629 -525 -431 
-478 -537 558 
-300 -595 -532 
545 -85 218 
371 -424 -235 
-27 -123 -632 
602 -93 461 
319 276 476 
334 -135 -130 
572 554 -50 
485 53 565 
-525 476 502 
-44 425 542 
14 125 -194 
-174 8 -82 
463 474 -59 
-332 426 253 
201 628 573 
92 -386 626 
-561 -140 6 
-503 97 -412 
-81 354 603 
282 224 355 
397 -212 -459 
16 -367 413 
-172 520 69 
-640 -77 327 
-607 15 -349 
517 -562 144 
-589 -459 501 
-140 -302 601 
-189 254 -550 
476 -431 522 
-194 319 127 
-633 -529 -39 
-633 241 112 
395 606 470 
401 -272 353 
-509 220 -536 
226 -391 -104 
-532 153 -636 
-438 -585 321 
76 587 408 
-70 310 -370 
264 -314 99 
-445 527 -192 
-416 -169 -308 
296 572 145 
-431 351 -26 
200 373 9 
38 -331 -172 
-300 -550 -34 
581 -244 -363 
-229 133 184 
7 269 583 
-105 -131 -236 
-332 -595 -508 
556 138 -625 
360 -363 577 
-199 261 30 
15 -180 364 
-168 -77 -309 
-315 241 -613 
245 -43 -73 
485 103 139 
-154 521 -44 
-567 -616 134 
582 60 -148 
535 450 -376 
246 -157 -247 
-451 533 -454 
139 -70 76 
-22 -108 -104 
-495 -211 201 
-284 72 -157 
-613 -586 481 
540 167 -81 
111 99 305 
-179 -45 556 
143 519 408 
213 597 246 
144 398 124 
-283 342 -108 
91 626 -512 
-612 -559 343 
99 -434 -619 
531 -370 444 
120 -503 261 
-289 374 577 
160 530 -578 
533 57 -456 
378 405 -84 
200 -106 519 
339 -206 379 
480 -567 -193 
-209 -457 -27 
602 239 328 
352 281 -23 
178 398 496 
572 -635 -570 
57 110 277 
531 401 -429 
305 -169 -140 
-191 102 -412 
-212 579 -169 
628 -26 112 
-619 145 234 
425 -235 -564 
299 -437 481 
499 -546 -82 
355 418 -40 
389 -337 -503 
-75 413 630 
-176 -47 575 
-19 -46 377 
-621 79 -256 
-148 -113 -237 
159 -381 -490 
7 -255 -599 
-536 462 -635 
110 -625 -288 
533 261 471 
483 -445 -467 
38 -272 -81 
375 95 -598 
201 497 51 
-237 573 18 
243 35 460 
150 471 102 
156 18 341 
-54 -570 -119 
581 233 365 
608 -68 -347 
339 281 7 
-300 232 513 
163 -316 565 
-165 365 306 
-314 608 507 
-640 531 -65 
97 -45 -278 
-271 483 87 
382 6 281 
-192 362 -368 
2 -479 195 
-424 -490 -146 
208 602 -279 
-359 322 -604 
-431 631 502 
153 -349 -33 
443 -172 527 
-356 -624 37 
413 91 -435 
-265 -83 -194 
-333 342 400 
-452 443 -119 
464 -237 -330 
-366 258 -560 
398 -316 -551 
-431 -199 398 
354 167 -332 
201 -3 305 
-196 -211 -196 
-291 480 175 
319 460 103 
-309 476 620 
-367 204 210 
617 204 -431 
-280 -624 -115 
-440 447 463 
100 95 -591 
-316 -162 227 
-511 354 -553 
-266 -367 -31 
-404 -515 -482 
-459 -509 -346 
-404 98 -515 
228 -63 -166 
455 -320 477 
72 303 134 
-560 518 78 
535 -621 138 
312 563 -411 
-43 -456 -180 
4 322 -250 
-494 449 -75 
305 -294 204 
-288 -404 232 
-301 -235 -466 
-162 -412 -141 
-135 -43 12 
281 -59 563 
353 354 -152 
-205 -107 -315 
-287 -431 78 
239 -58 7 
-166 246 377 
-529 264 450 
-285 -578 -441 
-571 273 -231 
374 -191 468 
-137 260 281 
377 464 -525 
436 246 581 
606 447 364 
-412 -137 -287 
557 -509 -287 
-586 -65 484 
-560 602 -68 
99 523 -434 
-376 -359 225 
-415 319 -93 
99 225 540 
345 -594 -29 
198 160 -550 
-268 -637 -267 
97 -429 481 
-394 -544 582 
574 -315 221 
318 228 -283 
634 -452 -632 
519 185 630 
36 -203 521 
-459 610 175 
326 147 -486 
-107 484 -315 
-435 -320 275 
-294 344 307 
-267 -104 49 
-165 -547 80 
-59 -181 -28 
-217 -380 -286 
116 90 444 
295 354 190 
-591 153 -174 
601 334 318 
-271 530 -126 
273 138 -313 
103 -155 159 
226 253 -629 
-40 -491 60 
-63 -135 -331 
460 -196 -568 
608 -29 -206 
566 -135 -251 
-482 299 -272 
474 369 519 
129 -211 -376 
241 418 -205 
-457 117 -286 
-346 116 -417 
-491 -570 -555 
499 -479 215 
-560 100 410 
410 184 -43 
405 7 -64 
-249 -158 -357 
-86 -54 184 
-346 450 -155 
198 -3 -146 
540 322 -445 
-366 258 -148 
388 500 -84 
484 597 -140 
51 197 215 
-526 -420 -526 
195 355 631 
-435 -337 463 
-162 30 -551 
208 -298 -387 
-55 -479 292 
358 398 328 
500 -441 242 
161 261 499 
-363 -609 264 
-3 620 -196 
375 62 383 
-486 5 348 
57 496 -316 
-216 97 133 
321 -629 -202 
-411 95 -621 
134 572 -70 
480 476 533 
-635 -93 -289 
-207 -399 7 
-315 581 -308 
257 563 396 
-68 145 -183 
109 373 627 
-85 322 317 
-43 226 227 
480 485 -621 
-39 253 -240 
257 -491 -346 
-106 -357 345 
297 -311 -3 
-429 343 469 
-148 -26 -86 
276 575 403 
220 213 -359 
-478 -585 485 
38 -193 -315 
-538 -615 -158 
-495 514 -440 
-250 507 -516 
588 -411 4 
303 -538 513 
-489 170 -223 
182 -605 328 
-59 474 312 
-503 408 -380 
127 -176 506 
-394 -172 -168 
299 277 -280 
389 -559 639 
-589 353 -564 
303 514 -123 
8 -315 100 
565 485 468 
269 -302 542 
-562 -105 -424 
125 361 -267 
103 -128 402 
502 -68 227 
227 -585 436 
358 -40 41 
-421 -571 -94 
-61 -441 18 
339 -23 -148 
208 198 -592 
292 -564 2 
111 57 -331 
111 38 10 
-115 -17 275 
201 -230 -422 
245 -141 -67 
436 -320 129 
6 -560 228 
274 295 -622 
539 535 403 
382 -152 439 
-637 254 -298 
122 518 163 
228 -478 446 
577 -316 -77 
-119 484 -212 
-115 258 -538 
-284 -632 468 
-75 170 60 
590 -330 -81 
-64 111 -622 
426 -598 -394 
-270 -115 -616 
-21 18 -623 
10 388 -237 
397 62 269 
-283 -75 628 
160 197 -431 
74 -372 -165 
-94 -511 497 
-441 583 483 
521 476 590 
149 -570 -251 
282 48 9 
-108 500 -633 
-562 447 518 
-140 111 -84 
-146 -598 -128 
565 413 375 
-384 215 -64 
-3 464 -193 
611 -528 554 
221 -82 -262 
-236 558 608 
-473 215 447 
-615 523 57 
116 -293 430 
-75 274 91 
-247 147 -290 
264 -561 -293 
-183 563 603 
397 583 97 
462 449 474 
